Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Puerto Rico;POS_PR;Demo 2;574;Cinemax Action;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;577;Paramount+ with Showtime;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;578;Showtime 2;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;579;Showtime Beyond;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;580;Showcase;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;581;Showtime Extreme;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;582;The Movie Channel;SD;Cine;No
Puerto Rico;POS_PR;Demo 2;585;Starz;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;586;Starz Kids & Family;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;587;Starz Cinema;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;588;Encore Action;SD;Cine;No
Puerto Rico;POS_PR;Demo 2;589;Encore;HD;Cine;No
Puerto Rico;POS_PR;Demo 2;590;Encore Family;SD;Cine;No
Puerto Rico;POS_PR;Demo 2;601;NBA League Pass;HD;Deportes;No
Puerto Rico;POS_PR;Demo 2;619;NBA League Pass;HD;Deportes;No
Puerto Rico;POS_PR;Demo 2;620;NFL Sunday Ticket;HD;Deportes;No
Puerto Rico;POS_PR;Demo 2;639;NFL Sunday Ticket;HD;Deportes;No
Puerto Rico;POS_PR;Demo 2;640;Thursday Night Football;HD;Deportes;No
Puerto Rico;POS_PR;Demo 2;645;ESPN;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;646;ESPN News;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;648;ESPN 2;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;649;ESPN Deportes;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;651;Fox Deportes;SD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;652;The Tennis Channel;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;653;NBA TV;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;654;The Golf Channel;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;655;Fox Sports;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;656;MLB Network;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;657;WAPA Deportes;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;659;Racer Network;HD;Deportes;Si
Puerto Rico;POS_PR;Demo 2;702;CNN;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;704;CNN en Español;SD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;708;Headline News;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;710;Bloomberg;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;712;AccuWeather;HD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;714;Estrella TV;SD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;720;CSPAN2;SD;Mundo;Si
Puerto Rico;POS_PR;Demo 2;730;Nat Geo Mundo;SD;Mundo;Si
