Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Peru;Abono Mensual;Oro HD L1Max 1D;764;France 24 Español;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;766;Rai Italia;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;768;BBC World News;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;770;Deutsche Welle (DW) Latinoamérica;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;772;Caracol TV;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;773;El Tiempo TV;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;774;TV Chile;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;775;RCN Nuestra Tele;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;776;Globo Internacional;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;778;RTP Internacional;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;782;NHK World;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;784;El Trece;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;786;Telefe Internacional;SD;Mundo;Si
Peru;Abono Mensual;Oro HD L1Max 1D;790;CGTN Español;SD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;804;Escuela Plus;SD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;901;DSports Radio;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;980;Unión Radio Noticias;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;982;Radio Caracol;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;984;Radio France International;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;986;Radio Oxigeno;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;987;Radio Studio 92;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;988;Radio Moda;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;992;Alerta Bogota;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;993;La W Radio;Radio;Radio;Si
Peru;Abono Mensual;Oro HD L1Max 1D;998;Radio Moda;Audio;Audio;No
Peru;Abono Mensual;Oro HD L1Max 1D;1003;Directv 3D;Portal;Portal;No
Peru;Abono Mensual;Oro HD L1Max 1D;1127;DShow;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1189;RPP;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1190;TV Perú Noticias HD;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1191;Willax HD;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1192;Latina HD;HD;Nacional;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1193;A la Cocina TV;HD;Variedades;Si
Peru;Abono Mensual;Oro HD L1Max 1D;1194;America Television HD;HD;Nacional;Si
